meta_ID,meta_yearID,meta_teamID,meta_franchID,ctx_mlb_rpg,ctx_era_1,ctx_era_2,ctx_era_3,ctx_era_4,ctx_era_5,ctx_era_6,ctx_era_7,ctx_era_8,ctx_decade_1910,ctx_decade_1920,ctx_decade_1930,ctx_decade_1940,ctx_decade_1950,ctx_decade_1960,ctx_decade_1970,ctx_decade_1980,ctx_decade_1990,ctx_decade_2000,ctx_decade_2010,raw_R,raw_RA,raw_AB,raw_H,raw_2B,raw_3B,raw_HR,raw_BB,raw_SO,raw_SB,raw_ER,raw_CG,raw_SHO,raw_SV,raw_IPouts,raw_HA,raw_HRA,raw_BBA,raw_SOA,raw_E,raw_DP,season_G,core_R_pg,core_RA_pg,core_RDiff_pg,core_Pythag_win_pct,core_R_adj,core_RA_adj,core_RDiff_adj,bat_AVG,bat_OBP_approx,bat_SLG,bat_OPS_approx,bat_ISO,bat_HR_per_AB,bat_BB_rate_approx,bat_SO_rate_approx,bat_XBH_per_H,bat_SB_per_onbase_approx,pitch_ERA,pitch_WHIP,pitch_K_BB,pitch_K9,pitch_BB9,pitch_H9,pitch_HR9,pitch_CG_pg,pitch_SHO_pg,pitch_SV_pg,field_FP,field_E_pg,field_DP_pg,target_W,target_W_pct
832,2002,COL,CLE,4.618301731244848,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,778,898,5512,1508,283,41,152,497,1043.0,103,825,1,8,43,4280,1554,225,582,920,112,158.0,162.0,4.802469135802469,5.54320987654321,-0.7407407407407407,0.43474883817363935,1.0398777332610485,1.2002701856920586,-0.16039245243101005,0.27358490566037735,0.33366616741554334,0.42253265602322204,0.7561988234387653,0.1489477503628447,0.027576197387518143,0.08270926942918955,0.17357297387252454,0.3156498673740053,0.051371571072319204,5.2,1.497196261682243,1.5807560137457044,5.803738317757009,3.6714953271028032,9.803271028037383,1.419392523364486,0.006172839506172839,0.04938271604938271,0.2654320987654321,0.982,0.691358024691358,0.9753086419753086,73.0,0.4506172839506173
509,1909,CHA,CHW,3.5475423045930703,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,492,463,5017,1110,145,56,4,441,855.0,211,326,115,26,4,4290,1182,8,340,669,247,101.0,159.0,3.0943396226415096,2.911949685534591,0.18238993710691823,0.5277652931855658,0.8722488294601052,0.8208357886992453,0.051413040760859854,0.22124775762407814,0.2841700256504214,0.27486545744468804,0.5590354830951094,0.053617699820609904,0.0007972892166633447,0.08079882740930744,0.15665078783437156,0.18468468468468469,0.13604126370083816,2.05,1.0643356643356643,1.9676470588235293,4.210489510489511,2.13986013986014,7.43916083916084,0.050349650349650346,0.7232704402515723,0.16352201257861634,0.025157232704402517,0.964,1.5534591194968554,0.6352201257861635,78.0,0.49056603773584906
1814,1969,SDN,PIT,4.07245632065776,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,468,746,5357,1203,180,42,99,423,1143.0,45,670,16,9,25,4266,1454,113,592,764,155,140.0,162.0,2.888888888888889,4.604938271604938,-1.7160493827160495,0.29875135896526006,0.709372590255871,1.1307520348950422,-0.4213794446391712,0.22456598842635803,0.28131487889273354,0.3292887810341609,0.6106036599268945,0.1047227926078029,0.018480492813141684,0.0731833910034602,0.19775086505190312,0.26683291770573564,0.027675276752767528,4.24,1.4388185654008439,1.2905405405405406,4.835443037974683,3.7468354430379747,9.202531645569621,0.7151898734177216,0.09876543209876543,0.05555555555555555,0.15432098765432098,0.975,0.9567901234567902,0.8641975308641975,52.0,0.32098765432098764
2131,1961,WS2,STL,4.525174825174825,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,618,776,5366,1307,217,44,119,558,917.0,81,670,39,8,21,4275,1405,131,586,666,156,171.0,161.0,3.8385093167701863,4.819875776397516,-0.9813664596273292,0.3973245831641774,0.8482565790420903,1.065124765916929,-0.2168681868748386,0.24357062989191203,0.3148210668467252,0.36693999254565784,0.6817610593923831,0.12336936265374582,0.022176667909057025,0.09419311276164753,0.1547940580688724,0.2907421576128539,0.043431635388739946,4.23,1.3971929824561404,1.136518771331058,4.206315789473685,3.7010526315789476,8.873684210526315,0.8273684210526316,0.2422360248447205,0.049689440993788817,0.13043478260869565,0.975,0.968944099378882,1.062111801242236,61.0,0.37888198757763975
907,1966,DET,DET,3.993808049535603,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,719,698,5507,1383,224,45,179,551,987.0,41,622,36,11,38,4362,1356,185,520,1026,117,142.0,162.0,4.438271604938271,4.308641975308642,0.12962962962962962,0.5135580072076232,1.1112881615465595,1.07883051009666,0.03245765144989952,0.2511349191937534,0.3192472763288214,0.405665516615217,0.7249127929440384,0.15453059742146358,0.03250408570909751,0.09095411026741498,0.16292505777484317,0.32393347794649313,0.021199586349534644,3.85,1.2902338376891334,1.9730769230769232,6.350756533700137,3.2187070151306743,8.393397524071526,1.1451169188445667,0.2222222222222222,0.06790123456790123,0.2345679012345679,0.981,0.7222222222222222,0.8765432098765432,88.0,0.5432098765432098
890,1949,DET,DET,4.607258064516129,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,751,655,5259,1405,215,51,88,751,502.0,39,584,70,19,12,4179,1338,102,628,631,132,174.0,155.0,4.84516129032258,4.225806451612903,0.6193548387096774,0.5622478443978307,1.0516366182391037,0.9172063714335725,0.13443024680553126,0.2671610572352158,0.3587354409317804,0.37763833428408444,0.7363737752158648,0.11047727704886862,0.01673321924320213,0.12495840266222961,0.08352745424292846,0.25195729537366546,0.018089053803339517,3.77,1.4113424264178034,1.0047770700636942,4.07681263460158,4.057430007178751,8.644651830581479,0.6590093323761665,0.45161290322580644,0.12258064516129032,0.07741935483870968,0.978,0.8516129032258064,1.1225806451612903,87.0,0.5612903225806452
116,1949,BSN,ATL,4.607258064516129,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,706,719,5336,1376,246,33,103,684,656.0,28,621,68,12,11,4200,1466,110,520,589,149,144.0,157.0,4.496815286624204,4.579617834394904,-0.08280254777070063,0.4916531754840098,0.9760285236152657,0.9940007202257449,-0.017972196610479396,0.25787106446776614,0.34219269102990035,0.3742503748125937,0.7164430658424941,0.11637931034482757,0.019302848575712146,0.11362126245847176,0.10897009966777409,0.27761627906976744,0.013592233009708738,3.99,1.4185714285714286,1.1326923076923077,3.7864285714285715,3.342857142857143,9.424285714285714,0.7071428571428571,0.43312101910828027,0.07643312101910828,0.07006369426751592,0.975,0.9490445859872612,0.9171974522292994,75.0,0.47770700636942676
77,1908,BSN,ATL,3.385450160771704,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,537,622,5131,1228,137,43,17,414,855.0,134,435,92,14,1,4212,1262,29,423,416,252,90.0,156.0,3.4423076923076925,3.9871794871794872,-0.5448717948717948,0.4331762163667002,1.0167946739239628,1.1777398271521506,-0.16094515322818778,0.23932956538686415,0.29612263300270514,0.29273046189826546,0.5888530949009706,0.05340089651140131,0.0033131943091015397,0.07466185752930568,0.15419296663660956,0.16042345276872963,0.08160779537149818,2.79,1.2001424501424502,0.983451536643026,2.6666666666666665,2.7115384615384612,8.08974358974359,0.18589743589743588,0.5897435897435898,0.08974358974358974,0.00641025641025641,0.962,1.6153846153846154,0.5769230769230769,63.0,0.40384615384615385
417,1927,CHN,CHC,4.75121359223301,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,750,661,5303,1505,266,63,74,481,492.0,65,562,75,11,5,4155,1439,50,514,465,181,152.0,153.0,4.901960784313726,4.3202614379084965,0.5816993464052288,0.5575351294291545,1.0317281446422757,0.9092964048113923,0.1224317398308834,0.2838016217235527,0.3433609958506224,0.39958514048651705,0.7429461363371395,0.11578351876296433,0.013954365453516877,0.08316044260027662,0.08506224066390042,0.26777408637873756,0.03272910372608258,3.65,1.4101083032490975,0.9046692607003891,3.0216606498194944,3.340072202166065,9.350902527075814,0.3249097472924188,0.49019607843137253,0.0718954248366013,0.032679738562091505,0.971,1.1830065359477124,0.9934640522875817,85.0,0.5555555555555556
1974,1985,SFN,SFG,4.330955777460771,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,556,674,5420,1263,217,31,115,488,962.0,99,581,13,5,24,4344,1348,125,572,985,144,134.0,162.0,3.432098765432099,4.160493827160494,-0.7283950617283951,0.41284778647112574,0.7924575871435774,0.9606410318970704,-0.16818344475349306,0.2330258302583026,0.29637779282329046,0.3481549815498155,0.644532774373106,0.11512915129151291,0.021217712177121772,0.08259986459038592,0.16283006093432634,0.28741092636579574,0.05653912050256996,3.61,1.3259668508287292,1.722027972027972,6.122237569060773,3.5552486187845305,8.378453038674033,0.7769337016574586,0.08024691358024691,0.030864197530864196,0.14814814814814814,0.977,0.8888888888888888,0.8271604938271605,62.0,0.38271604938271603
1524,1938,PHA,OAK,4.902046147148455,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,726,956,5229,1410,243,62,98,605,590.0,65,806,56,4,12,3972,1573,142,599,473,204,119.0,154.0,4.714285714285714,6.207792207792208,-1.4935064935064934,0.37668787876137966,0.9616975386957625,1.266367557841803,-0.3046700191460404,0.26965002868617327,0.3453890983887556,0.3960604322050105,0.7414495305937661,0.12641040351883726,0.018741633199464525,0.10370243400754199,0.10113129928008227,0.28581560283687946,0.03225806451612903,5.48,1.6404833836858006,0.7896494156928213,3.2152567975830815,4.0717522658610275,10.692598187311178,0.9652567975830815,0.36363636363636365,0.025974025974025976,0.07792207792207792,0.965,1.3246753246753247,0.7727272727272727,53.0,0.34415584415584416
1138,1970,LAN,LAD,4.341563786008231,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,749,684,5606,1515,233,67,87,541,841.0,138,619,37,17,42,4374,1394,164,496,880,133,135.0,161.0,4.6521739130434785,4.248447204968944,0.40372670807453415,0.5414370797590327,1.0715433752318153,0.9785522946042211,0.09299108062759412,0.2702461648234035,0.33447210021148527,0.3822689975026757,0.716741097714161,0.11202283267927216,0.015519086692829111,0.08801041158288596,0.13681470636082643,0.25544554455445545,0.06712062256809338,3.82,1.2962962962962963,1.7741935483870968,5.432098765432098,3.0617283950617282,8.604938271604938,1.0123456790123457,0.22981366459627328,0.10559006211180125,0.2608695652173913,0.979,0.8260869565217391,0.8385093167701864,87.0,0.5403726708074534
1273,1952,WS1,MIN,4.17635189669088,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,598,608,5357,1282,225,44,50,580,607.0,48,535,75,10,15,4287,1405,78,577,574,130,152.0,157.0,3.8089171974522293,3.872611464968153,-0.06369426751592357,0.4924133437371389,0.9120201773395133,0.9272713508736189,-0.015251173534105574,0.23931304834795594,0.31362641064510693,0.3257420197871943,0.6393684304323013,0.08642897143923836,0.009333582228859437,0.09769243725787435,0.10224018864746505,0.24882995319812792,0.02577873254564984,3.37,1.3869839048285515,0.9948006932409013,3.615115465360392,3.6340097970608816,8.84884534639608,0.49125262421273613,0.47770700636942676,0.06369426751592357,0.09554140127388536,0.978,0.8280254777070064,0.9681528662420382,78.0,0.4968152866242038
1834,1990,SDN,SDP,4.256294536817102,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,673,673,5554,1429,243,35,123,509,902.0,138,597,21,12,35,4383,1437,147,507,928,141,141.0,162.0,4.154320987654321,4.154320987654321,0.0,0.5,0.9760417075743452,0.9760417075743452,0.0,0.25729204177169607,0.31964374072241464,0.38008642419877564,0.6997301649211902,0.12279438242707957,0.022146200936262152,0.08395183902358569,0.148771235362032,0.2806158152554234,0.07120743034055728,3.68,1.3305954825462012,1.8303747534516766,5.716632443531828,3.1232032854209444,8.852156057494867,0.9055441478439425,0.12962962962962962,0.07407407407407407,0.21604938271604937,0.977,0.8703703703703703,0.8703703703703703,75.0,0.46296296296296297
2115,2001,TBA,STL,4.7754219843557015,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,672,887,5524,1426,311,21,121,456,1116.0,115,781,1,6,30,4271,1513,207,569,1030,139,144.0,162.0,4.148148148148148,5.4753086419753085,-1.3271604938271604,0.37566634626820045,0.8686453598734301,1.146560169951983,-0.2779148100785528,0.25814627081824765,0.3147157190635452,0.387762490948588,0.7024782100121332,0.12961622013034035,0.021904417089065896,0.07625418060200669,0.1866220735785953,0.317671809256662,0.06110520722635494,4.94,1.4624209786935143,1.8101933216168717,6.511355654413486,3.5970498712245376,9.564738937017092,1.3085928354015453,0.006172839506172839,0.037037037037037035,0.18518518518518517,0.977,0.8580246913580247,0.8888888888888888,62.0,0.38271604938271603
1910,1920,NY1,SEA,4.360615883306321,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,682,543,5309,1427,210,76,46,432,545.0,131,438,86,18,9,4224,1379,44,297,380,209,137.0,155.0,4.4,3.503225806451613,0.896774193548387,0.6027877131849275,1.0090317784798366,0.803378674068257,0.20565310441157958,0.2687888491241288,0.32381118272078036,0.3629685439819175,0.6867797267026978,0.09417969485778871,0.008664531926916557,0.07524821459676015,0.0949311966556349,0.23265592151366504,0.07046799354491662,2.8,1.1903409090909092,1.2794612794612794,2.428977272727273,1.8984375,8.814630681818182,0.28125,0.5548387096774193,0.11612903225806452,0.05806451612903226,0.969,1.3483870967741935,0.8838709677419355,86.0,0.5548387096774193
856,1913,DET,DET,4.037277147487845,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,624,716,5064,1344,180,101,24,496,501.0,218,511,90,4,7,4080,1359,13,504,468,297,105.0,153.0,4.078431372549019,4.6797385620915035,-0.6013071895424836,0.4374101524501134,1.0101935595595122,1.1591323535971327,-0.1489387940376204,0.26540284360189575,0.33093525179856115,0.3550552922590837,0.6859905440576448,0.08965244865718797,0.004739336492890996,0.08920863309352518,0.09010791366906475,0.2269345238095238,0.11847826086956521,3.38,1.3698529411764706,0.9285714285714286,3.097058823529412,3.335294117647059,8.993382352941177,0.08602941176470588,0.5882352941176471,0.026143790849673203,0.0457516339869281,0.954,1.9411764705882353,0.6862745098039216,66.0,0.43137254901960786
1552,1966,KC1,OAK,3.993808049535603,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,564,648,5328,1259,212,56,70,421,982.0,132,568,19,11,47,4305,1281,106,630,854,139,154.0,160.0,3.525,4.05,-0.525,0.43682181747026627,0.8826162790697676,1.0140697674418606,-0.13145348837209306,0.2362987987987988,0.2922247347364759,0.33652402402402404,0.6287487587605,0.10022522522522523,0.013138138138138139,0.07323012697860498,0.1708123151852496,0.26846703733121524,0.07857142857142857,3.56,1.3317073170731708,1.3555555555555556,5.356097560975609,3.951219512195122,8.034146341463416,0.6648083623693379,0.11875,0.06875,0.29375,0.977,0.86875,0.9625,74.0,0.4625
424,1934,CHN,CHC,4.930343926861124,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,705,639,5347,1494,263,44,101,375,630.0,59,569,73,11,9,4083,1432,80,417,633,137,135.0,152.0,4.6381578947368425,4.203947368421052,0.4342105263157895,0.544848347196965,0.9407371906587659,0.8526681770651792,0.0880690135935866,0.27940901440059845,0.32663404404054525,0.4017205909855994,0.7283546350261447,0.12231157658500097,0.01888909668973256,0.06553652569031806,0.11010136315973436,0.27309236947791166,0.03156768325307651,3.76,1.3585598824393827,1.5179856115107915,4.185892725936811,2.757531227038942,9.469507714915503,0.5290227773695811,0.48026315789473684,0.07236842105263158,0.05921052631578947,0.977,0.9013157894736842,0.8881578947368421,86.0,0.5657894736842105
1489,2012,NYA,NYY,4.324485596707819,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,804,668,5524,1462,280,13,245,565,1176.0,93,617,6,9,51,4336,1401,190,431,1318,75,135.0,162.0,4.962962962962963,4.1234567901234565,0.8395061728395061,0.583976575747097,1.1476423847361659,0.9535138221439785,0.19412856259218725,0.2646632874728458,0.3328953851207095,0.4531136857349747,0.7860090708556842,0.1884503982621289,0.0443519188993483,0.09279027754967975,0.19313516176712103,0.3679890560875513,0.045880611741489885,3.84,1.2675276752767528,3.0580046403712298,8.20710332103321,2.683809963099631,8.723939114391145,1.1831180811808117,0.037037037037037035,0.05555555555555555,0.3148148148148148,0.987,0.46296296296296297,0.8333333333333334,95.0,0.5864197530864198
1827,1983,SDN,PIT,4.307728781412992,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,653,653,5527,1384,207,34,93,482,822.0,179,590,23,5,44,4401,1389,144,528,850,129,135.0,163.0,4.006134969325154,4.006134969325154,0.0,0.5,0.9299877435670609,0.9299877435670609,0.0,0.2504070924552198,0.3105341987019471,0.3506423014293468,0.6611765001312939,0.10023520897412702,0.016826488149086303,0.0802130138126144,0.1367948077883175,0.24132947976878613,0.09592711682743837,3.62,1.3067484662576687,1.6098484848484849,5.214723926380368,3.2392638036809815,8.521472392638037,0.8834355828220859,0.1411042944785276,0.03067484662576687,0.26993865030674846,0.979,0.7914110429447853,0.8282208588957055,81.0,0.49693251533742333
1587,2004,OAK,OAK,4.813838550247117,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,793,742,5728,1545,336,15,189,608,1061.0,47,682,10,8,35,4414,1466,164,544,1034,91,172.0,162.0,4.895061728395062,4.580246913580247,0.3148148148148148,0.5303743974736311,1.0168728504913767,0.9514749748607837,0.06539787563059295,0.2697276536312849,0.33980429292929293,0.43261173184357543,0.7724160247728684,0.1628840782122905,0.03299581005586592,0.09595959595959595,0.1674558080808081,0.34951456310679613,0.02183000464468184,4.17,1.3661078386950611,1.900735294117647,6.3248753964657904,3.327594019030358,8.967376529225193,1.0031717263253286,0.06172839506172839,0.04938271604938271,0.21604938271604937,0.986,0.5617283950617284,1.0617283950617284,91.0,0.5617283950617284
1965,1975,SFN,SFG,4.21277145811789,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,659,671,5447,1412,235,45,84,604,775.0,99,595,37,9,24,4296,1406,92,612,856,145,164.0,161.0,4.093167701863354,4.167701863354037,-0.07453416149068323,0.49174488707341124,0.9716092464441519,0.9893016758179451,-0.017692429373793356,0.25922526161189646,0.3331680713931582,0.36515513126491644,0.6983232026580746,0.10592986965301998,0.015421332843767212,0.0998182118658073,0.1280780036357627,0.2577903682719547,0.049107142857142856,3.74,1.4092178770949721,1.3986928104575163,5.379888268156424,3.8463687150837993,8.83659217877095,0.5782122905027933,0.22981366459627328,0.055900621118012424,0.14906832298136646,0.977,0.9006211180124224,1.0186335403726707,80.0,0.4968944099378882
